longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity
-122.25;389;48;833,00;188;652;165;22.417;87900;NEAR BAY
-122.23;389;26;4397,00;997;2539;965;24.875;90000;NEAR BAY
-122.24;387;13;5451,00;1194;2957;1081;26.098;162500;NEAR BAY
-122.26;38.1;24;1213,00;395;699;386;13.007;94600;NEAR BAY
-122.26;38.1;30;3317,00;1058;1794;990;11.835;133300;NEAR BAY
-122.25;38.1;52;248,00;86;173;69;2.3;109400;NEAR BAY
-122.25;38.1;52;1780,00;373;824;317;2.75;109900;NEAR BAY
-122.25;38.1;52;2315,00;556;1113;486;25.042;147900;NEAR BAY
-122.25;38.1;52;1591,00;372;817;357;21.411;97200;NEAR BAY
-122.23;38.1;46;4143,00;895;2240;847;24.201;92800;NEAR BAY
-122.24;38.1;49;1851,00;356;849;307;29.432;103500;NEAR BAY
-122.24;38.11;52;2050,00;492;1277;463;30.507;107300;NEAR BAY
-122.24;38.11;42;1743,00;388;889;341;23.241;99200;NEAR BAY
-122.23;38.1;47;1303,00;278;694;269;25.969;92800;NEAR BAY
-122.23;38.12;49;2715,00;435;1006;429;42.308;145800;NEAR BAY
-122.23;38.11;47;3007,00;524;1152;486;4;141500;NEAR BAY
-122.24;38.11;52;2111,00;310;772;323;4.775;148200;NEAR BAY
-122.23;38.13;29;5154,00;1084;2459;1019;32.664;142900;NEAR BAY
-122.24;38.13;37;3223,00;564;1325;539;40.938;126900;NEAR BAY
-122.24;38.12;39;2967,00;500;1243;523;42.902;152400;NEAR BAY
-122.24;38.12;42;1625,00;255;578;243;40.114;166900;NEAR BAY
-122.25;38.12;47;1339,00;298;794;286;25.865;109800;NEAR BAY
-122.25;38.11;49;2365,00;504;1131;458;26.133;103100;NEAR BAY
-122.25;38.11;52;2846,00;705;1519;620;21.976;97900;NEAR BAY
-122.26;38.11;52;793,00;216;505;194;19.667;93800;NEAR BAY
-122.26;38.11;52;1560,00;353;670;287;17.411;98400;NEAR BAY
-122.26;38.11;52;2573,00;639;1238;529;26.708;109700;NEAR BAY
-122.26;38.12;28;3102,00;734;1623;639;31.025;103700;NEAR BAY
-122.27;38.12;45;4423,00;1001;2109;874;26.937;111800;NEAR BAY
-122.27;38.12;42;5266,00;1167;3124;1025;27.375;120000;NEAR BAY
-122.26;38.15;26;3699,00;671;2388;699;40.515;121900;NEAR BAY
-122.26;38.14;34;963,00;159;392;176;40.156;134700;NEAR BAY
-122.26;38.15;16;3921,00;727;2830;680;45.053;123700;NEAR BAY
-122.32;38.12;12;5382,00;928;3928;921;53.785;150600;NEAR BAY
-122.26;38.13;28;3072,00;790;1375;705;16.368;91200;NEAR BAY
-122.24;38.14;15;8479,00;1759;5008;1646;3.724;131600;NEAR BAY
-122.24;38.15;10;6817,00;1188;4163;1135;44.529;144100;NEAR BAY
-122.25;38.15;24;2917,00;543;1878;531;37.014;123600;NEAR BAY
-122.22;38.15;7;5129,00;;2824;738;55.138;171100;NEAR BAY
-122.23;38.15;33;1253,00;238;753;236;1.756;86400;NEAR BAY
-122.23;38.14;36;1412,00;260;792;268;23.056;90400;NEAR BAY
-122.15;384;14;2804,00;587;1083;573;26.466;168500;NEAR BAY
-122.16;385;52;1888,00;457;830;408;31.373;185100;NEAR BAY
-122.16;385;34;2434,00;428;926;423;46.776;208300;NEAR BAY
-122.19;387;20;3000,00;525;1207;491;46.406;217500;NEAR BAY
-122.18;387;10;4976,00;849;2089;803;53.288;201800;NEAR BAY
-122.17;387;15;2125,00;278;857;272;64.599;219700;NEAR BAY
-122.16;387;14;6360,00;1236;2876;1127;45.321;190300;NEAR BAY
-122.17;386;16;3515,00;626;1764;626;44.397;187100;NEAR BAY
-122.15;386;10;3008,00;532;1381;522;53.661;195800;NEAR BAY
-122.17;388;7;18392,00;2782;8276;2742;64.232;229200;NEAR BAY
-122.2;38.1;5;9567,00;1729;4620;1580;44.821;210000;NEAR BAY
-122.19;389;8;614,00;118;278;115;63.735;166300;NEAR BAY
-122.14;385;27;3794,00;772;1756;724;32.891;150600;NEAR BAY
-122.14;387;31;3401,00;616;1750;602;46.761;143100;NEAR BAY
-122.11;389;11;673,00;145;318;137;23.929;122500;NEAR BAY
-122.13;38.26;40;1538,00;255;669;263;33.281;170200;NEAR BAY
-122.15;38.29;17;1625,00;239;703;224;65.891;328800;NEAR BAY
-122.18;38.29;18;1953,00;265;658;270;80.113;393000;NEAR BAY
-122.18;38.23;21;2475,00;341;812;308;72.589;320400;NEAR BAY
-122.14;38.16;4;3273,00;495;1497;454;53.345;176100;NEAR BAY
-122.18;38.17;7;4093,00;651;2228;646;52.523;161300;NEAR BAY
-1227;38.26;15;1173,00;146;450;154;60.487;197700;INLAND
-122.1;38.24;13;7367,00;1042;3193;983;53.102;195000;NEAR BAY
-1226;38.27;14;6920,00;996;3196;978;50.672;171300;INLAND
-1227;38.27;8;6761,00;1234;3237;1177;43.586;173400;INLAND
-1228;38.3;2;6718,00;858;2012;654;68.872;305200;INLAND
-1224;38.28;12;3861,00;795;2129;806;3.676;135000;INLAND
-1224;38.28;25;3304,00;493;1464;488;52.527;130600;INLAND
-1223;38.28;15;5114,00;833;2418;778;44.882;144000;INLAND
-1223;38.3;5;1569,00;199;713;209;66.779;223900;INLAND
-122;38.28;3;7030,00;1191;3238;1055;4.962;161700;INLAND
-121.98;38.29;4;8778,00;1291;4010;1188;54.399;187100;INLAND
-121.99;38.15;36;263,00;73;88;42;25.313;162500;INLAND
-1225;38.26;32;1070,00;199;631;195;26.827;98900;INLAND
-1225;38.25;37;1336,00;251;680;231;3.815;99000;INLAND
-1226;38.25;36;1818,00;323;953;298;33.153;99000;INLAND
-1226;38.25;34;1562,00;289;898;307;33.598;107200;INLAND
-1226;38.26;36;1248,00;221;672;222;33.839;105900;INLAND
-1227;38.24;15;7937,00;1635;4390;1567;35.464;129800;INLAND
-1224;38.25;38;1214,00;244;632;254;28.438;94200;INLAND
-1225;38.25;39;199,00;36;101;38;62.299;105400;INLAND
-1224;38.26;34;3082,00;702;1795;703;27.885;105900;INLAND
-1224;38.25;37;1176,00;291;648;271;27.167;92200;INLAND
-1224;38.25;32;1203,00;287;571;255;30.938;110400;INLAND
-1224;38.25;52;582,00;131;241;106;2.4;125000;INLAND
-1225;38.26;21;7195,00;1416;3927;1377;30.912;126300;INLAND
-1224;38.27;16;8517,00;1910;4508;1837;31.853;129600;INLAND
-1223;38.27;24;3580,00;735;1959;731;27.284;118500;INLAND
-1223;38.26;25;4617,00;1046;2685;1011;29.576;108500;INLAND
-1222;38.26;27;3440,00;787;2085;748;25.896;104700;INLAND
-1223;38.25;35;1940,00;384;1177;403;31.389;101100;INLAND
-1222;38.27;20;2237,00;464;1169;425;32.115;99100;INLAND
-1222;38.26;20;3899,00;763;2198;779;32.061;120400;INLAND
-1221;38.27;17;9089,00;1542;4758;1520;40.619;126600;INLAND
-1222;38.26;8;2894,00;602;1566;572;36.335;131600;INLAND
-122;38.23;1;2062,00;343;872;268;52.636;191300;INLAND
-1223;38.24;16;1104,00;164;495;156;54.074;157700;INLAND
-1224;38.24;22;2761,00;757;2612;641;16.875;87500;INLAND
-1224;38.24;30;2081,00;456;1005;438;19.954;92900;INLAND
-1223;38.25;13;3334,00;541;1923;538;40.905;134800;INLAND
-1221;38.25;11;6550,00;1149;3570;1123;38.583;137900;INLAND
-1221;38.25;16;1081,00;181;792;184;46.779;131300;INLAND
-1222;38.25;10;2237,00;454;1255;429;31.176;126500;INLAND
-122;38.25;7;11768,00;1893;6657;1874;49.222;142900;INLAND
-121.98;38.25;4;2487,00;440;1545;452;49.103;140400;INLAND
-1221;38.26;12;4132,00;710;2087;633;45.987;139700;INLAND
-121.99;38.27;16;4138,00;758;1762;723;31.979;137500;INLAND
-121.99;38.26;18;921,00;126;368;120;60.842;261100;INLAND
-121.94;38.27;35;10869,00;2226;9879;2152;25.681;81300;INLAND
-121.94;38.37;17;7973,00;1591;2899;1502;28.357;120100;INLAND
-121.94;38.37;14;1156,00;216;574;227;32.396;143800;INLAND
-121.94;38.38;25;182,00;48;71;52;10.208;78600;INLAND
-121.94;38.36;2;4953,00;735;1791;562;50.346;205100;INLAND
-121.99;38.48;17;1824,00;348;934;305;46.719;250000;INLAND
-1221;38.44;12;2344,00;354;1035;321;49.773;281200;INLAND
-122;38.41;11;2838,00;429;1331;426;4.945;298400;INLAND
-1227;38.41;17;3053,00;595;1434;557;34.741;245800;INLAND
-121.95;38.43;19;3011,00;551;1665;535;51.534;232800;INLAND
-121.94;38.41;15;1263,00;211;665;208;4.5;260900;INLAND
-121.92;38.37;26;2056,00;413;933;367;27.051;193800;INLAND
-121.96;38.34;15;2857,00;373;1325;359;60.252;151700;INLAND
-121.96;38.34;14;3035,00;680;1597;663;36.036;143500;INLAND
-121.95;38.35;16;2084,00;292;1099;292;58.269;150200;INLAND
-121.94;38.35;8;3157,00;559;1758;569;4.412;140100;INLAND
-121.92;38.34;2;7747,00;1133;3481;1083;61.112;181000;INLAND
-121.95;38.34;9;4999,00;874;2687;817;42.324;142100;INLAND
-121.96;38.33;3;7985,00;1257;3664;1215;4.976;158300;INLAND
-121.96;38.32;12;5127,00;998;2749;976;40.458;130600;INLAND
-121.93;38.31;25;185,00;32;85;32;4.875;250000;INLAND
-121.98;38.32;45;19,00;5;7460;6;102.264;137500;INLAND
-121.98;38.36;33;1083,00;217;562;203;2.433;101700;INLAND
-121.99;38.35;45;1778,00;339;839;319;24.659;102900;INLAND
-122;38.35;38;1918,00;364;745;348;25.707;126000;INLAND
-122;38.35;34;1084,00;187;561;198;42.115;118900;INLAND
-122;38.35;24;745,00;116;300;115;36.176;158500;INLAND
-1221;38.35;18;4486,00;723;1600;697;38.651;189700;INLAND
-1221;38.36;15;476,00;67;213;73;71.053;315200;INLAND
-121.98;38.36;30;140,00;35;103;35;4.163;112500;INLAND
-121.97;38.35;17;5678,00;1116;3182;1135;37.388;122000;INLAND
-121.97;38.34;11;1500,00;319;899;304;45.568;127200;INLAND
-121.96;38.35;20;1415,00;266;667;250;40.938;117300;INLAND
-121.96;38.34;7;3292,00;698;1911;702;3.89;140300;INLAND
-121.96;38.36;11;3208,00;790;1772;694;27.434;218800;INLAND
-121.98;38.35;16;1697,00;267;832;277;44.375;132600;INLAND
-121.98;38.34;13;3616,00;672;2022;652;40.536;134800;INLAND
-121.97;38.34;16;2331,00;450;1074;400;40.329;126800;INLAND
-121.98;38.34;18;3876,00;916;2386;867;25.938;129500;INLAND
-121.99;38.34;16;1470,00;261;748;256;40.433;132200;INLAND
-121.99;38.34;13;3252,00;610;1915;631;42.137;151700;INLAND
-122;38.35;34;432,00;65;208;71;55.435;136000;INLAND
-122;38.38;16;2509,00;366;1043;339;60.704;173400;INLAND
-1221;38.37;16;3996,00;550;1673;539;5.778;175700;INLAND
-1221;38.36;28;1967,00;315;734;291;49.583;146200;INLAND
-1222;38.38;16;808,00;137;371;145;60.767;216400;INLAND
-1222;38.37;16;2495,00;331;1118;338;64.894;198000;INLAND
-1221;38.36;15;1176,00;166;485;171;59.441;228200;INLAND
-121.98;38.39;3;9488,00;1417;4095;1335;51.781;191900;INLAND
-121.98;38.37;21;3027,00;675;2018;642;28.438;111500;INLAND
-121.98;38.36;24;2434,00;630;1538;574;21.067;101100;INLAND
-122;38.37;18;1048,00;185;469;162;3.625;125000;INLAND
-121.99;38.36;35;2728,00;451;1290;452;32.768;117600;INLAND
-122;38.36;34;2735,00;539;1390;491;27.262;118800;INLAND
-121.99;38.36;33;146,00;31;75;31;35.179;84400;INLAND
-122;38.36;34;1502,00;282;860;297;33.438;135600;INLAND
-121.82;38.36;26;1974,00;364;1002;362;33.036;210000;INLAND
-121.81;38.49;18;4518,00;827;2230;715;39.309;178500;INLAND
-121.76;38.41;19;686,00;107;348;109;39.306;93800;INLAND
-121.81;38.45;24;1951,00;341;1140;338;37.061;128500;INLAND
-121.82;38.46;10;6331,00;1181;3419;1110;37.083;154800;INLAND
-121.85;38.43;2;790,00;135;235;87;50.862;166500;INLAND
-121.83;38.45;15;5115,00;776;2540;794;48.611;146400;INLAND
-121.83;38.45;32;2139,00;440;1154;411;32.672;107500;INLAND
-121.83;38.45;36;839,00;158;446;167;23.438;122700;INLAND
-121.83;38.43;24;1307,00;314;917;291;22.244;98100;INLAND
-121.81;38.43;30;1674,00;297;756;292;39.286;133100;INLAND
-121.76;38.25;32;1495,00;333;905;281;2.625;212500;INLAND
-121.69;38.16;33;1808,00;363;824;340;32.937;96400;INLAND
-121.69;38.16;46;2292,00;472;970;431;22.888;94900;INLAND
-121.73;38.13;40;1266,00;257;547;247;30.288;164400;INLAND
-121.74;38.15;22;1910,00;326;1001;345;48.173;115800;INLAND
-121.84;38.13;33;596,00;105;212;94;42.813;81300;INLAND
-122.42;38.27;25;3282,00;566;1244;483;45.313;308400;NEAR BAY
-122.49;38.22;33;1486,00;290;781;274;35.647;251800;NEAR BAY
-122.41;38.16;37;1549,00;;863;275;27.457;254700;NEAR BAY
-122.45;38.3;24;1946,00;400;718;380;35.507;257900;NEAR BAY
-122.47;38.3;15;4885,00;988;2175;924;34.031;209500;<1H OCEAN
-122.42;38.31;18;1479,00;246;550;217;47.356;333300;NEAR BAY
-122.44;38.34;25;3106,00;715;1262;665;19.487;233500;<1H OCEAN
-122.46;38.29;21;2423,00;560;1098;503;2.364;173300;NEAR BAY
-122.46;38.29;35;1762,00;350;686;339;35.982;271700;NEAR BAY
-122.45;38.28;20;3306,00;503;1374;460;57.984;297600;NEAR BAY
-122.47;38.29;14;3732,00;846;1277;775;25.658;208000;NEAR BAY
-122.45;38.27;25;5024,00;881;1994;838;42.237;262300;NEAR BAY
-122.52;38.27;18;2405,00;390;872;367;52.155;248300;<1H OCEAN
-122.53;38.32;22;3577,00;;1371;501;5.795;332300;<1H OCEAN
-122.49;38.32;30;1631,00;284;788;284;33.098;195500;<1H OCEAN
-122.49;38.31;27;3078,00;597;1411;586;3.25;195500;<1H OCEAN
-122.49;38.3;14;2844,00;602;1613;544;33.571;193600;<1H OCEAN
-122.48;38.3;17;2703,00;550;1241;515;2.652;171300;<1H OCEAN
-122.49;38.29;26;1726,00;289;672;251;3.8;242100;<1H OCEAN
-122.49;38.27;8;5092,00;988;1657;936;35.625;213200;NEAR BAY
-122.47;38.34;15;2411,00;446;1144;407;43.472;261000;<1H OCEAN
-122.49;38.32;17;3308,00;720;1587;632;32.727;176000;<1H OCEAN
-122.48;38.32;31;1701,00;363;680;324;31.375;192100;<1H OCEAN
-122.48;38.31;29;2375,00;560;1124;502;23.276;166200;<1H OCEAN
-122.48;38.31;19;2398,00;521;1266;471;27.727;186800;<1H OCEAN
-122.48;38.32;42;2106,00;533;1141;445;31.129;149300;<1H OCEAN
-122.55;38.42;24;2220,00;411;894;365;42.891;211700;<1H OCEAN
-122.58;38.38;27;3800,00;728;1587;605;47.237;306600;<1H OCEAN
-122.5;38.4;36;1860,00;364;777;339;41.307;295700;<1H OCEAN
-122.5;38.35;25;1566,00;352;784;362;3.075;165100;<1H OCEAN
-122.54;38.36;40;2725,00;531;1167;458;37.969;202800;<1H OCEAN
-122.61;38.24;25;2990,00;450;1335;434;4.7;190100;<1H OCEAN
-122.61;38.24;17;1728,00;271;897;284;34.896;185900;<1H OCEAN
-122.61;38.23;18;2042,00;420;914;400;29.871;193800;<1H OCEAN
-122.62;38.24;19;1687,00;253;893;257;6.204;201800;<1H OCEAN
-122.61;38.25;18;2915,00;418;1340;421;52.452;204900;<1H OCEAN
-122.6;38.24;16;1410,00;209;741;229;4.725;204500;<1H OCEAN
-122.61;38.24;18;2933,00;481;1279;443;50.849;188500;<1H OCEAN
-122.6;38.24;16;2621,00;416;1247;386;48.603;198400;<1H OCEAN
-122.63;38.25;20;3460,00;602;1707;568;37.115;181900;<1H OCEAN
-122.62;38.24;33;1369,00;280;758;246;40.341;156500;<1H OCEAN
-122.62;38.25;33;1453,00;250;677;237;40.962;170200;<1H OCEAN
-122.61;38.26;17;2864,00;487;1482;547;46.833;215200;<1H OCEAN
-122.62;38.25;20;1888,00;411;826;396;2.875;189100;<1H OCEAN
-122.62;38.25;24;2388,00;358;1187;362;46.534;196500;<1H OCEAN
-122.57;38.27;7;6508,00;1028;2902;1010;53.707;250500;<1H OCEAN
-122.51;38.17;8;5875,00;1115;2808;1029;36.392;246300;NEAR BAY
-122.65;38.27;9;4764,00;816;2077;755;51.391;234500;<1H OCEAN
-122.63;38.26;7;7808,00;1390;3551;1392;46.069;202300;<1H OCEAN
-122.66;38.27;16;1523,00;308;477;315;21.696;75000;<1H OCEAN
-122.63;38.24;45;1615,00;338;823;327;25.179;145500;<1H OCEAN
-122.63;38.23;45;2264,00;504;1076;472;30.139;194100;<1H OCEAN
-122.64;38.23;52;1075,00;249;519;210;30.769;230900;<1H OCEAN
-122.64;38.23;49;2300,00;463;1061;429;4.075;228800;<1H OCEAN
-122.63;38.22;34;878,00;160;372;167;40.417;232100;<1H OCEAN
-122.63;38.22;17;2652,00;342;1199;350;5.565;267100;<1H OCEAN
-122.63;38.21;22;2933,00;461;1283;449;62.034;291100;<1H OCEAN
-122.63;38.23;37;1966,00;348;875;381;40.703;223800;<1H OCEAN
-122.65;38.23;52;1735,00;347;712;343;31.711;200800;<1H OCEAN
-122.64;38.23;52;2156,00;469;1070;467;33.011;252300;<1H OCEAN
-122.65;38.23;52;1923,00;393;910;345;3.45;200600;<1H OCEAN
-122.66;38.2;39;2889,00;517;1351;489;43.056;251300;<1H OCEAN
-122.64;38.24;52;1621,00;393;635;349;25.202;244000;<1H OCEAN
-122.64;38.24;40;1974,00;410;1039;398;37.917;151600;<1H OCEAN
-122.65;38.25;23;4030,00;;1852;778;3.402;193300;<1H OCEAN
-122.65;38.24;24;1948,00;310;922;313;4.95;243600;<1H OCEAN
-122.65;38.24;49;3273,00;579;1431;539;4.275;227600;<1H OCEAN
-122.64;38.25;31;2554,00;515;1507;533;3.8;162600;<1H OCEAN
-122.69;38.27;32;2344,00;434;1066;384;40.313;285000;<1H OCEAN
-122.67;38.25;32;1333,00;235;660;206;40.729;288500;<1H OCEAN
-122.68;38.25;29;1315,00;240;650;228;38.269;306000;<1H OCEAN
-122.67;38.24;29;2644,00;464;1372;450;50.544;261800;<1H OCEAN
-122.77;38.29;32;3201,00;542;1869;519;32.442;268000;<1H OCEAN
-122.73;38.26;35;3941,00;645;1668;620;4.385;317700;<1H OCEAN
-122.7;38.23;47;2090,00;387;1053;377;35.673;310300;<1H OCEAN
-122.72;38.35;16;3049,00;609;1675;618;24.117;162500;<1H OCEAN
-122.72;38.31;26;1644,00;294;801;291;43.906;248000;<1H OCEAN
-122.67;38.31;28;1915,00;419;930;342;37.875;292700;<1H OCEAN
-122.69;38.3;30;3919,00;743;1693;693;33.827;292100;<1H OCEAN
-122.73;38.34;44;743,00;155;434;162;25.819;209600;<1H OCEAN
-122.69;38.32;16;3741,00;698;1938;658;46.324;183600;<1H OCEAN
-122.71;38.33;13;4011,00;936;2064;914;36.953;157600;<1H OCEAN
-122.7;38.31;14;3155,00;580;1208;501;41.964;258100;<1H OCEAN
-122.7;38.33;16;1244,00;242;696;236;36.369;158700;<1H OCEAN
-122.69;38.32;15;2536,00;414;1400;426;56.613;172400;<1H OCEAN
-122.69;38.34;23;2846,00;516;1526;492;3.733;163500;<1H OCEAN
-122.7;38.33;26;1887,00;381;1060;364;30.078;160400;<1H OCEAN
-122.71;38.34;22;1249,00;335;699;308;26.033;121600;<1H OCEAN
-122.7;38.33;26;1584,00;295;846;295;3.375;156300;<1H OCEAN
-122.69;38.35;12;1550,00;187;685;188;7.226;255300;<1H OCEAN
-122.69;38.34;15;3091,00;697;1602;682;40.071;135500;<1H OCEAN
-122.71;38.35;11;2242,00;699;1203;642;23.464;104200;<1H OCEAN
-122.7;38.35;14;2313,00;;954;397;37.813;146500;<1H OCEAN
-122.7;38.35;14;1555,00;369;493;335;16.033;67500;<1H OCEAN
-122.7;38.34;19;2987,00;676;1782;688;28.261;154500;<1H OCEAN
-122.71;38.34;23;2744,00;588;1493;557;31.781;162000;<1H OCEAN
-122.69;38.37;8;6322,00;1001;2969;1043;48.233;214000;<1H OCEAN
-122.71;38.37;16;2355,00;345;1014;348;56.018;253000;<1H OCEAN
-122.69;38.35;16;1689,00;254;921;270;44.444;191800;<1H OCEAN
-122.69;38.36;6;5496,00;1374;2502;1189;24.827;177500;<1H OCEAN
-122.7;38.35;16;1328,00;187;607;197;50.366;257800;<1H OCEAN
-122.7;38.36;11;5817,00;878;2538;876;4.221;227100;<1H OCEAN
-122.63;38.34;15;2153,00;345;979;335;51.966;325400;<1H OCEAN
-122.68;38.36;8;7520,00;1336;3833;1287;43.278;184100;<1H OCEAN
-122.69;38.34;12;3876,00;782;2146;764;40.844;165400;<1H OCEAN
-122.67;38.33;4;8072,00;1606;4323;1475;39.518;220300;<1H OCEAN
-122.69;38.34;16;1683,00;341;880;327;32.857;160200;<1H OCEAN
-122.68;38.4;32;2826,00;627;1767;628;31.047;141400;<1H OCEAN
-122.7;38.43;28;1585,00;412;1362;424;16.685;114100;<1H OCEAN
-122.71;38.42;23;1569,00;414;1031;368;16.267;129200;<1H OCEAN
-122.71;38.4;17;1690,00;464;833;445;1.439;140600;<1H OCEAN
-122.7;38.39;16;4922,00;1211;2557;1088;20.915;168100;<1H OCEAN
-122.62;38.4;10;9772,00;1308;3741;1242;65.261;324700;<1H OCEAN
-122.66;38.44;17;5815,00;898;2614;887;43.657;215900;<1H OCEAN
-122.67;38.44;29;2551,00;448;1165;456;43.587;196400;<1H OCEAN
-122.68;38.43;18;2723,00;529;1150;520;35.885;191900;<1H OCEAN
-122.65;38.4;21;1059,00;150;400;154;68.586;343100;<1H OCEAN
-122.65;38.37;15;1848,00;280;786;282;57.204;344100;<1H OCEAN
-122.67;38.43;17;1804,00;304;750;298;45.588;196400;<1H OCEAN
-122.67;38.43;17;2007,00;400;895;403;32.813;202700;<1H OCEAN
-122.66;38.42;14;5315,00;1037;2228;950;4.023;208400;<1H OCEAN
-122.68;38.43;29;488,00;63;161;62;60.774;334400;<1H OCEAN
-122.58;38.46;15;2936,00;517;1182;501;33.981;246900;<1H OCEAN
-122.61;38.42;13;7731,00;1360;2543;1249;46.957;259800;<1H OCEAN
-122.58;38.43;10;3597,00;661;1132;639;39.375;269200;<1H OCEAN
-122.59;38.44;14;1665,00;390;505;348;3.183;201200;<1H OCEAN
-122.59;38.43;20;2791,00;546;785;512;34.561;216700;<1H OCEAN
-122.56;38.41;20;1151,00;211;478;183;5.93;384600;<1H OCEAN
-122.66;38.46;14;2364,00;631;1300;625;26.023;221100;<1H OCEAN
-122.66;38.45;26;2081,00;339;906;323;44.375;293500;<1H OCEAN
-122.67;38.45;24;2622,00;525;1027;510;29.222;242600;<1H OCEAN
-122.67;38.44;32;3771,00;741;1786;721;32.415;172200;<1H OCEAN
-122.68;38.44;29;2796,00;588;1346;562;29.107;169700;<1H OCEAN
-122.7;38.45;47;904,00;154;310;144;39.766;190600;<1H OCEAN
-122.68;38.45;36;1686,00;303;744;304;40.139;163100;<1H OCEAN
-122.69;38.44;40;1449,00;281;636;295;27.222;161200;<1H OCEAN
-122.69;38.44;35;1356,00;241;620;216;35.521;168300;<1H OCEAN
-122.68;38.44;36;1311,00;259;648;268;34.545;161200;<1H OCEAN
-122.7;38.44;45;883,00;202;401;194;32.845;178300;<1H OCEAN
-122.69;38.45;36;1943,00;337;711;318;39.191;183000;<1H OCEAN
-122.69;38.44;31;1808,00;315;691;280;38.583;193200;<1H OCEAN
-122.7;38.44;42;709,00;182;547;172;21.912;165000;<1H OCEAN
-122.7;38.44;35;1304,00;343;822;304;32.935;157800;<1H OCEAN
-122.71;38.43;52;1439,00;325;738;316;22.262;129900;<1H OCEAN
-122.71;38.43;38;1689,00;526;1071;529;15.026;124000;<1H OCEAN
-122.72;38.44;52;1059,00;281;627;273;15.357;137500;<1H OCEAN
-122.71;38.44;52;988,00;283;475;242;13.684;258300;<1H OCEAN
-122.71;38.44;27;966,00;251;462;230;1.7;350000;<1H OCEAN
-122.72;38.47;29;1706,00;415;990;394;19.932;164800;<1H OCEAN
-122.72;38.46;35;1445,00;309;795;308;29.073;157000;<1H OCEAN
-122.72;38.45;41;1743,00;373;780;357;31.467;175500;<1H OCEAN
-122.71;38.46;42;1574,00;376;844;369;2.314;169400;<1H OCEAN
-122.71;38.46;41;1974,00;482;965;458;2.905;159300;<1H OCEAN
-122.71;38.46;36;2175,00;516;1087;477;30.444;167200;<1H OCEAN
-122.71;38.45;39;2739,00;573;1223;569;29.663;185400;<1H OCEAN
-122.71;38.45;48;3118,00;561;1275;530;3.455;222100;<1H OCEAN
-122.7;38.45;26;2011,00;557;855;530;1.125;233300;<1H OCEAN
-122.71;38.45;52;2259,00;537;957;520;21.827;188800;<1H OCEAN
-122.68;38.48;15;1575,00;262;716;259;53.409;244600;<1H OCEAN
-122.67;38.47;16;3452,00;791;1567;731;24.722;194300;<1H OCEAN
-122.68;38.46;17;3201,00;527;1244;495;47.143;202900;<1H OCEAN
-122.67;38.47;19;1848,00;428;1130;433;30.568;190300;<1H OCEAN
-122.68;38.46;15;1811,00;406;718;403;23.929;141300;<1H OCEAN
-122.71;38.46;23;3220,00;603;1299;591;39.261;213300;<1H OCEAN
-122.7;38.46;29;2891,00;459;1012;441;50.415;240200;<1H OCEAN
-122.69;38.46;32;2970,00;504;1117;512;5;275900;<1H OCEAN
-122.7;38.45;39;2015,00;335;640;315;41.734;240500;<1H OCEAN
-122.72;38.48;23;2296,00;356;902;334;60.298;289100;<1H OCEAN
-122.68;38.46;19;4976,00;711;1926;625;73.003;381300;<1H OCEAN
-122.71;38.5;15;5645,00;830;2324;769;66.104;330900;<1H OCEAN
-122.66;38.48;16;2697,00;490;1462;515;42.051;190300;<1H OCEAN
-122.66;38.48;16;2724,00;593;1124;586;2.825;186200;<1H OCEAN
-122.66;38.47;23;2246,00;437;1035;386;37.617;172600;<1H OCEAN
-122.65;38.46;14;2096,00;420;926;397;40.647;187800;<1H OCEAN
-122.66;38.48;21;2066,00;393;919;395;3.267;176200;<1H OCEAN
-122.66;38.47;20;2806,00;477;1369;460;4.75;190500;<1H OCEAN
-122.69;38.51;18;3364,00;501;1442;506;66.854;313000;<1H OCEAN
-122.64;38.48;19;3244,00;449;1174;454;58.369;255700;<1H OCEAN
-122.65;38.47;24;2268,00;330;847;296;3.858;214400;<1H OCEAN
-122.6;38.48;17;1528,00;264;606;251;66.004;341500;<1H OCEAN
-122.62;38.54;24;2409,00;464;1006;403;45.167;265200;<1H OCEAN
-122.63;38.5;19;2107,00;332;874;341;57.819;265600;<1H OCEAN
-122.65;38.48;17;1090,00;164;473;163;55.061;231800;<1H OCEAN
-122.75;38.54;6;6719,00;1016;2699;997;54.886;254200;<1H OCEAN
-122.78;38.52;23;2511,00;549;1052;527;24.922;192000;<1H OCEAN
-122.79;38.5;18;4839,00;918;2755;841;3.75;248300;<1H OCEAN
-122.76;38.52;6;2073,00;388;826;375;3.055;224100;<1H OCEAN
-122.75;38.5;16;4196,00;638;1713;615;5.449;252100;<1H OCEAN
-122.73;38.46;14;4042,00;1298;2323;1158;20.651;135400;<1H OCEAN
-122.73;38.47;16;1834,00;391;994;390;37.266;156500;<1H OCEAN
-122.74;38.47;16;1426,00;287;525;260;30.714;161700;<1H OCEAN
-122.74;38.46;9;2268,00;594;1311;585;26.607;91500;<1H OCEAN
-122.74;38.48;12;4174,00;670;1882;647;4.551;178300;<1H OCEAN
-122.75;38.48;4;6487,00;1112;2958;1131;45.417;197400;<1H OCEAN
-122.79;38.48;7;6837,00;;3468;1405;31.662;191000;<1H OCEAN
